stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,mw1990,mw2017,pw1990,pw2017
315100-99999,0.18199233716475657,0.023729121943922654,0.34025555238559047,1,19.821428571428573,21,28,316,304
911760-22519,-0.025725232621781613,-0.17019475415462076,0.11874428891105754,0,37.92857142857143,42,40,63,61
111050-99999,0.07252326217843763,-0.029645578667336955,0.17469210302421223,0,12.535714285714286,14,15,358,30
724830-23232,-0.5109469074986358,-0.6645160322142623,-0.35737778278300936,-1,28.678571428571427,39,26,219,217
725040-94702,-0.3128078817734033,-0.40420259063786534,-0.22141317290894125,-1,41.107142857142854,45,40,285,294
726379-14845,-0.12397372742200391,-0.2068236038193611,-0.04112385102464673,-1,42.75,46,44,243,255
607720-99999,0.19430760810071074,-0.12146509772484948,0.510080313926271,0,35.0,28,29,33,5
076100-99999,-0.11412151067323725,-0.1572214892381513,-0.07102153210832321,-1,24.607142857142858,25,23,288,283
610960-99999,-0.44116037219486026,-0.6928916901632112,-0.1894290542265094,-1,23.0,30,16,41,42
431980-99999,-0.3730158730158718,-0.5319246998432174,-0.21410704618852616,-1,26.321428571428573,39,28,264,261
890560-99999,0.702517788724679,0.2726691498711485,1.1323664275782095,1,85.53571428571429,56,89,275,315
262470-99999,0.13847837985769743,-0.015577636201467071,0.2925343959168619,0,20.928571428571427,25,27,239,229
724050-13743,-0.2487684729064064,-0.3167118782566313,-0.18082506755618152,-1,39.535714285714285,44,39,251,280
130670-99999,0.1825396825396856,-0.004956656236694085,0.3700360213160653,0,25.821428571428573,24,25,294,331
476340-99999,0.07088122605364014,0.010544999954858018,0.13121745215242225,1,23.821428571428573,22,28,291,299
313690-99999,-0.13847837985769187,-0.19691658106884152,-0.08004017864654224,-1,33.857142857142854,36,32,31,324
032200-99999,nan,nan,nan,0,28.2,46.0,0.0,236.0,0.0
510870-99999,0.10235358511220845,-0.05134174281873656,0.25604891304315347,0,17.785714285714285,18,29,291,296
276790-99999,0.08511220580186546,-0.10344831339381144,0.27367272499754236,0,33.535714285714285,36,40,239,234
126250-99999,0.12944718117132314,0.053623629837722786,0.2052707325049235,1,14.25,15,18,211,252
075580-99999,-0.15736179529283423,-0.2584412281648516,-0.056282362420816884,-1,48.32142857142857,48,46,331,325
337110-99999,0.04844006568144496,-0.0923863759325485,0.18926650729543842,0,38.25,37,42,280,247
162700-99999,0.20908593322386188,0.09518920949130223,0.32298265695642153,1,34.714285714285715,26,37,310,313
285880-99999,-0.24083196496989623,-0.36188567950669503,-0.11977825043309745,-1,35.214285714285715,42,34,240,221
161480-99999,-0.38259441707718067,-0.5260678924590674,-0.23912094169529402,-1,28.428571428571427,34,26,54,277
946360-99999,0.26190476190476064,-0.24697537057502683,0.7707848943845481,0,29.607142857142858,20,40,299,307
152000-99999,-0.3117131910235439,-0.4573900835261797,-0.1660362985209081,-1,20.821428571428573,21,17,131,157
724140-13866,0.0309250136836417,-0.15445536473267585,0.21630539209995925,0,19.178571428571427,27,22,239,246
544050-99999,0.2186644772851708,0.07826667779308599,0.3590622767772556,1,28.535714285714285,27,28,272,284
767750-99999,-1.6327312534209641,-2.601093627613071,-0.6643688792288575,-1,29.571428571428573,15,13,38,66
727930-24233,-0.2227695675971538,-0.3490678955549613,-0.09647123963934626,-1,35.0,42,36,202,187
062600-99999,-0.0043787629994538335,-0.22312709587906196,0.2143695698801543,0,34.0,33,33,231,230
916830-99999,-0.41297208538588626,-0.5941622248491611,-0.23178194592261137,-1,23.392857142857142,27,18,102,115
722010-12836,-0.18773946360153143,-0.3513741925440035,-0.02410473465905938,-1,44.857142857142854,52,46,92,86
424520-99999,-0.30706075533662003,-0.39583254090883635,-0.2182889697644037,-1,15.571428571428571,22,10,293,308
942040-99999,0.18336070060209042,0.005805338582447445,0.36091606262173337,1,28.071428571428573,35,35,145,146
100370-99999,0.366174055829238,0.032669070508623776,0.6996790411498522,1,46.142857142857146,47,60,245,244
033160-99999,-0.15517241379310187,-0.32300759547753455,0.012662767891330834,0,60.607142857142854,67,61,251,257
871290-99999,-0.11220580186097331,-0.2504938898629767,0.026082286141030087,0,26.0,30,26,138,92
722345-03866,0.06212370005473902,-0.10344694386484096,0.227694343974319,0,20.75,24,23,254,275
013170-99999,0.11439518336070684,-0.09858094789688171,0.3273713146182954,0,33.92857142857143,38,36,162,162
298640-99999,-0.03092501368363315,-0.224880769028633,0.1630307416613667,0,26.892857142857142,29,31,295,290
619900-99999,0.04789272030650715,-0.09784130917067987,0.19362674978369418,0,41.535714285714285,33,44,98,101
077900-99999,-0.18746579091407098,-0.27414659956483034,-0.1007849822633116,-1,29.392857142857142,30,28,220,204
010080-99999,0.14750957854406355,0.005437518884323866,0.2895816382038032,1,50.107142857142854,48,55,171,132
288670-99999,-0.1658456486042541,-0.6470654203937716,0.3153741231852633,0,33.714285714285715,56,52,235,213
718650-99999,-0.16392993979200385,-0.29191436798383896,-0.03594551160016876,-1,38.25,49,38,243,223
580270-99999,-0.07033388067870833,-0.1261848770709526,-0.014482884286464055,-1,21.178571428571427,23,20,91,112
946750-99999,nan,nan,nan,0,30.185185185185187,nan,23.0,nan,245.0
620120-99999,0.7580733442802532,0.5367056637333819,0.9794410248271245,1,41.57142857142857,33,56,0,296
582650-99999,-0.23125342090859624,-0.29763835873464567,-0.1648684830825468,-1,34.25,38,30,74,68
165310-99999,0.2941981390257281,0.10557953511989182,0.4828167429315644,1,39.67857142857143,34,44,249,243
021540-99999,0.1029009304871438,-0.12639273656759317,0.33219459754188074,0,20.642857142857142,25,29,263,319
787240-99999,0.2315270935960606,-0.048394421296066525,0.5114486084881877,0,33.57142857142857,28,39,44,28
538980-99999,0.09879584017514748,-0.0848422494176651,0.28243392976796006,0,24.035714285714285,17,27,139,184
572590-99999,0.3067870826491545,0.2168139978476049,0.3967601674507041,1,12.964285714285714,7,15,95,96
956130-99999,-0.050082101806239426,-0.17380589204828284,0.073641688435804,0,25.392857142857142,27,21,284,7
070340-99999,nan,nan,nan,0,63.041666666666664,93.0,27.0,253.0,271.0
067590-99999,-0.0941434044882338,-0.1480454950912976,-0.04024131388517,-1,24.428571428571427,25,24,32,332
132740-99999,0.1373836891078271,0.03696277377210297,0.23780460444355125,1,23.071428571428573,19,21,163,176
942290-99999,0.10098522167489093,-0.30054748346753335,0.5025179268173152,0,23.25,36,45,126,115
387740-99999,0.49507389162563015,0.3221163686735483,0.668031414577712,1,14.821428571428571,17,20,255,44
649500-99999,-1.0665024630542206,-2.870949135637882,0.7379442095294408,0,25.821428571428573,19,19,258,250
714030-99999,0.013683634373289288,-0.07345805533438726,0.10082532408096584,0,69.71428571428571,69,70,257,274
038660-99999,-0.16338259441707664,-0.3313899937444923,0.004624804910339009,0,60.17857142857143,66,58,262,269
505270-99999,0.29885057471265614,-0.06868684860798113,0.6663879980332934,0,32.92857142857143,38,47,238,237
433440-99999,-0.6078270388615294,-0.7852674064266505,-0.43038667129640845,-1,41.035714285714285,50,30,285,306
716230-99999,0.035303776683091315,-0.07072990205611986,0.14133745542230247,0,39.107142857142854,43,42,240,246
722085-93831,-0.08702791461412385,-0.1952164063851468,0.02116057715689912,0,29.142857142857142,29,29,189,253
784860-99999,-0.1237000547345396,-0.23722814712776286,-0.010171962341316343,-1,24.571428571428573,26,23,53,58
717280-99999,-0.04105090311986842,-0.10314653781081867,0.02104473157108184,0,37.357142857142854,39,37,259,272
917840-99999,0.12616310892173033,-0.07432152234903158,0.3266477401924922,0,42.964285714285715,40,39,98,101
943760-99999,0.4833059660645933,0.309231801996829,0.6573801301323576,1,19.857142857142858,13,25,67,87
480620-99999,-0.5842911877394744,-0.8736803974816967,-0.2949019779972521,-1,20.75,26,21,170,216
833440-99999,0.6168582375479035,0.4339243842681335,0.7997920908276734,1,33.857142857142854,28,44,75,127
064510-99999,-0.08511220580185835,-0.31640665787851774,0.14618224627480106,0,38.392857142857146,44,38,224,233
080270-99999,-0.23152709359606166,-0.3803683293208392,-0.08268585787128413,-1,42.5,46,39,260,297
725510-14939,-0.010673234811159615,-0.16700292617535858,0.14565645655303935,0,43.964285714285715,51,44,240,321
122150-99999,0.5607553366174161,0.44128357166100673,0.6802271015738254,1,31.535714285714285,27,38,240,207
727850-24157,-0.27257799671592664,-0.3799799482799057,-0.16517604515194756,-1,38.857142857142854,48,36,193,200
037243-99999,-0.07307060755336342,-0.17505152783795835,0.028910312731231513,0,49.607142857142854,55,49,245,241
678610-99999,-0.545429666119332,-0.7096406506333167,-0.3812186816053472,-1,19.892857142857142,24,10,102,75
712625-99999,0.23070607553367406,0.016705845136322367,0.4447063059310258,1,42.82142857142857,50,49,240,249
722533-12962,0.21975916803503293,0.039149267819393346,0.40036906825067253,1,37.464285714285715,34,39,114,104
013840-99999,0.0873015873015906,-0.011695893361807458,0.18629906796498866,0,29.678571428571427,31,30,176,66
125400-99999,0.08976464148878074,0.0009372076110693989,0.17859207536649208,1,32.142857142857146,31,35,229,254
434730-99999,0.20087575259989315,0.003786512685362231,0.3979649925144241,1,18.642857142857142,16,15,339,284
239730-99999,-0.07744937055281775,-0.23526528695846627,0.08036654585283076,0,30.464285714285715,34,29,191,200
080480-99999,0.05145046524357,-0.079627732662053,0.182528663149193,0,14.0,14,11,251,228
475970-99999,0.15407772304324152,0.030844417910188646,0.2773110281762944,1,34.17857142857143,31,35,314,301
637560-99999,0.03201970443349203,-0.20640384514688165,0.2704432540138657,0,35.035714285714285,28,34,102,15
606700-99999,0.016694033935413133,-0.32277712541143333,0.3561651932822596,0,31.321428571428573,31,31,119,85
969250-99999,-0.06540777230432337,-0.24612034568641275,0.115304801077766,0,27.035714285714285,30,25,93,112
084510-99999,-0.35714285714286553,-0.48049778236790813,-0.23378793191782293,-1,31.678571428571427,33,27,223,203
835820-99999,0.06212370005473694,-0.019583580993424637,0.14383098110289852,0,10.178571428571429,11,11,74,152
727453-94967,-0.2657361795292824,-0.4059705570682025,-0.12550180199036232,-1,41.32142857142857,50,41,266,286
315940-99999,-0.2750410509031215,-0.40042877783635,-0.14965332396989295,-1,21.535714285714285,28,20,175,275
673460-99999,-1.9871373836891566,-5.814194489273207,1.8399197218948937,0,43.607142857142854,45,43,80,166
467400-99999,0.31964969896004974,0.26018578218831817,0.3791136157317813,1,29.642857142857142,27,32,302,307
714280-99999,-0.928571428571436,-1.2534745683670294,-0.6036682887758427,-1,58.17857142857143,78,54,240,250
846580-99999,0.19321291735085172,0.07706986594079426,0.3093559687609092,1,14.928571428571429,13,21,321,311
477090-99999,-0.10235358511220771,-0.23827997972179518,0.03357280949737976,0,46.57142857142857,47,45,176,254
029240-99999,0.03612479474548684,-0.07796177247387147,0.15021136196484514,0,13.214285714285714,15,13,207,221
722909-93115,-0.33333333333333914,-0.45840178109024865,-0.20826488557642966,-1,33.57142857142857,37,30,268,269
249230-99999,-0.024904214559383686,-0.13924153549096374,0.08943310637219638,0,27.321428571428573,32,32,261,237
074600-99999,-0.2279693486590096,-0.32415623104433455,-0.13178246627368465,-1,29.035714285714285,29,26,235,223
013470-99999,-0.10125889436234292,-0.19303567673979943,-0.009482111984886424,-1,33.142857142857146,36,34,259,274
804380-99999,-0.023262178434593078,-0.10639071119651175,0.059866354327325594,0,27.892857142857142,28,25,225,226
474810-99999,-0.03201970443349775,-0.1009236692747644,0.036884260407768904,0,40.25,41,39,142,245
722065-93837,0.20662287903667248,0.058324711966550785,0.3549210461067942,1,36.75,31,39,88,84
431500-99999,-0.33278598795840264,-0.4870442837656156,-0.17852769215118966,-1,24.071428571428573,33,23,231,214
718890-99999,0.2709359605911409,0.15646597247167138,0.3854059487106104,1,32.142857142857146,33,38,182,175
814050-99999,0.009304871373831958,-0.0955891601603405,0.11419890290800441,0,25.071428571428573,19,24,81,70
946910-99999,0.09742747673782598,-0.012824183789285473,0.20767913726493742,0,47.0,49,48,210,180
636610-99999,-0.4512862616310952,-0.6159626524834477,-0.28660987077874267,-1,18.964285714285715,26,10,54,25
010520-99999,-0.053639846743295416,-0.14823473942891574,0.04095504594232492,0,46.92857142857143,48,50,204,230
570460-99999,-0.048713738368913184,-0.1931443319794952,0.09571685524166884,0,43.42857142857143,42,43,254,235
408510-99999,0.4493705528188447,0.1720252349945714,0.726715870643118,1,27.714285714285715,33,42,279,288
718360-99999,0.35769020251778855,0.16884717249667472,0.5465332325389024,1,38.107142857142854,27,41,269,273
509630-99999,-0.3032293377121014,-0.41539324704586034,-0.1910654283783425,-1,35.857142857142854,39,34,254,256
597920-99999,-0.25451559934318696,-0.6263453986867682,0.11731420000039428,0,54.214285714285715,60,58,64,57
474060-99999,0.22112753147236175,0.14741121048974554,0.29484385245497796,1,50.642857142857146,47,53,158,237
913530-99999,0.21811713191023363,-0.0522413256301823,0.48847558945064956,0,30.892857142857142,23,32,57,53
408590-99999,0.3166392993979314,0.1369674780212041,0.49631112077465867,1,16.178571428571427,20,19,254,272
489180-99999,-0.16830870279146073,-0.27797448262696367,-0.05864292295595777,-1,24.964285714285715,31,23,39,14
073790-99999,-0.17898193760263012,-0.2551282525228984,-0.10283562268236185,-1,23.714285714285715,26,22,264,265
800280-99999,0.10317460317461757,-0.2541928259561091,0.46054203230534424,0,37.25,50,39,20,12
683420-99999,0.4184455391352022,0.20446350956705378,0.6324275687033507,1,15.107142857142858,12,22,280,357
710435-99999,0.09961685823755523,-0.03395529164369396,0.23318900811880441,0,21.785714285714285,27,27,284,303
711010-99999,-0.03858784893268008,-0.18511713096504412,0.10794143309968396,0,52.67857142857143,50,52,200,182
484800-99999,0.21455938697318386,0.15362039282502898,0.27549838112133873,1,8.071428571428571,6,11,167,61
076750-99999,-0.1565407772304343,-0.2482992564285571,-0.0647822980323115,-1,29.857142857142858,32,29,272,268
442070-99999,0.34811165845649605,0.17614817621669732,0.5200751406962948,1,30.928571428571427,32,34,260,262
306500-99999,0.3037766830870344,0.19123102177749177,0.4163223443965771,1,14.5,13,22,253,265
547530-99999,-0.2720306513410031,-0.360618522009705,-0.18344278067230124,-1,32.857142857142854,33,28,283,219
638660-99999,-0.672413793103461,-0.8439007719791525,-0.5009268142277696,-1,17.607142857142858,23,8,79,61
426230-99999,-0.04214559386972479,-0.22513772155129114,0.14084653381184153,0,7.714285714285714,17,15,224,222
150900-99999,-0.4537493158182916,-0.6169818936813356,-0.2905167379552475,-1,27.285714285714285,29,19,311,330
165640-99999,-0.47290640394089856,-0.8363250515807569,-0.10948775630104024,-1,74.14285714285714,75,77,296,264
962210-99999,0.36206896551724976,0.20619118425210245,0.517946746782397,1,15.607142857142858,14,23,42,148
470610-99999,-0.24849480021893788,-0.4823890860825486,-0.014600514355327165,-1,21.928571428571427,29,27,298,290
358490-99999,0.39490968801313997,0.2785104838356296,0.5113088921906503,1,19.75,12,21,293,356
284650-99999,-0.1469622331691299,-0.26139489427361784,-0.03252957206464199,-1,33.892857142857146,38,33,208,214
512880-99999,0.10919540229885405,0.00035580222163092423,0.21803500237607717,1,29.964285714285715,31,30,298,347
475840-99999,-0.02380952380952356,-0.07515802645805389,0.02753897883900678,0,28.892857142857142,30,28,218,211
442720-99999,0.42911877394637066,0.26495071045768814,0.5932868374350532,1,14.857142857142858,14,26,243,202
956770-99999,0.1299945265462497,-0.0011073473122044097,0.26109640040470383,0,41.32142857142857,36,40,338,259
070020-99999,-0.22222222222221927,-0.3694754455809739,-0.07496899886346464,-1,56.0,66,52,242,245
134930-99999,-0.08511220580186782,-0.32619810815089556,0.15597369654715992,0,32.892857142857146,27,40,34,47
825620-99999,-0.24904214559387738,-0.4502421748417512,-0.04784211634600355,-1,18.642857142857142,17,16,75,12
723340-13893,-0.2014230979748249,-0.27361386777518953,-0.1292323281744603,-1,36.785714285714285,40,37,200,187
871550-99999,-0.1581828133552302,-0.2839097270334534,-0.032455899677007016,-1,30.142857142857142,31,35,114,111
837460-99999,0.24466338259442338,0.13686845974404255,0.3524583054448042,1,27.0,27,29,150,121
670730-99999,nan,nan,nan,0,42.53846153846154,54.0,27.0,253.0,235.0
080110-99999,-0.0648604269293914,-0.15705704754811423,0.027336193689331448,0,33.75,37,30,284,221
681480-99999,-0.023262178434600433,-0.27617333299419666,0.2296489761249958,0,34.17857142857143,25,34,78,47
317540-99999,0.40695128626163835,0.2519489236228595,0.5619536489004172,1,10.107142857142858,6,16,236,226
629410-99999,-0.1546250684181878,-0.5993229883239048,0.2900728514875292,0,24.464285714285715,10,17,152,138
234180-99999,-0.1332785987958417,-0.2064694834363387,-0.06008771415534471,-1,30.607142857142858,33,30,176,206
434970-99999,-2.3530377668309117,-2.7446488706555314,-1.9614266630062918,-1,52.92857142857143,76,24,59,241
724010-13740,-0.22523262178434575,-0.309283723342007,-0.1411815202266845,-1,34.17857142857143,41,35,238,252
725785-24145,-0.17651888341543553,-0.3024610094422705,-0.05057675738860057,-1,40.25,45,40,219,221
330360-99999,0.03010399562124144,-0.05875631741731825,0.11896430865980114,0,20.642857142857142,25,22,246,211
268820-99999,-0.2167487684729208,-0.43098995707054993,-0.0025075798752916545,-1,32.92857142857143,23,34,245,232
596630-99999,0.6633825944170869,0.44324144762706985,0.883523741207104,1,32.42857142857143,24,34,76,51
600300-99999,0.1089217296113858,-0.11718236766798348,0.3350258268907551,0,72.35714285714286,70,59,17,5
010780-99999,-0.2408319649698935,-0.7220780909287481,0.24041416098896107,0,69.71428571428571,81,71,246,235
253780-99999,0.03448275862068473,-0.2765594083478728,0.34552492558924225,0,44.92857142857143,38,45,342,340
938050-99999,-0.33607006020799246,-0.7448513753476159,0.072711254931631,0,79.5,88,75,345,333
723240-13882,-0.3026819923371642,-0.442083552547461,-0.16328043212686738,-1,23.071428571428573,33,22,252,288
871780-99999,-0.2679255610290049,-0.4516598621395167,-0.08419125991849308,-1,28.892857142857142,42,30,112,99
031580-99999,-0.08812260536397831,-0.240141501315702,0.06389629058774537,0,44.0,54,45,242,243
986460-99999,0.12616310892172913,-0.12476464897579756,0.37709086681925585,0,28.535714285714285,24,33,41,15
768400-99999,0.09742747673782659,-0.19473603553541763,0.3895909890110708,0,31.5,34,41,34,2
856820-99999,-0.26190476190476364,-0.3772755207368153,-0.14653400307271197,-1,37.035714285714285,43,36,242,247
948400-99999,-0.2701149425287376,-0.42735013098536356,-0.1128797540721116,-1,44.25,50,37,299,293
389740-99999,-0.16995073891625312,-0.3845827162473543,0.04468123841484806,0,23.607142857142858,32,23,323,321
066720-99999,-0.10235358511220782,-0.18549661173834298,-0.019210558486072685,-1,24.428571428571427,25,22,209,353
596730-99999,-0.12424740010946878,-0.2062014369213527,-0.042293363297584846,-1,47.714285714285715,52,47,72,52
943460-99999,0.7974822112753259,0.5530106564463093,1.0419537661043425,1,39.07142857142857,28,44,81,94
111090-99999,0.07909140667761526,-0.06678787036933849,0.22497068372456902,0,17.392857142857142,17,20,240,218
684380-99999,-0.04625068418172465,-0.26271107104876007,0.17020970268531077,0,36.892857142857146,32,32,340,336
915510-99999,-0.017788724685279644,-0.24816382313777657,0.21258637376721728,0,19.25,16,15,135,98
956060-99999,-0.6398467432950317,-1.0162546856181223,-0.2634388009719411,-1,44.57142857142857,49,12,220,108
872220-99999,-0.18609742747674007,-0.3884086789241998,0.016213823970719632,0,51.142857142857146,54,53,37,18
973780-99999,-0.3385331143951885,-0.5945215130522057,-0.08254471573817129,-1,30.821428571428573,35,29,114,126
689280-99999,-1.2501368363437504,-1.492502929099474,-1.0077707435880268,-1,43.285714285714285,60,24,216,231
724250-03860,-0.34783798576902447,-0.44658581807334197,-0.24909015346470698,-1,25.107142857142858,31,24,246,236
845310-99999,-0.34345922276956914,-0.7017764316324111,0.014857986093272824,0,62.035714285714285,71,64,180,190
619840-99999,0.2416529830323041,-0.13633468834663776,0.6196406544112459,0,51.035714285714285,56,48,126,113
655990-99999,nan,nan,nan,0,43.208333333333336,22.0,11.0,209.0,152.0
151450-99999,0.33524904214559986,0.20343498899203577,0.46706309529916396,1,18.892857142857142,16,18,296,353
164290-99999,0.10946907498631536,-0.08722626670376837,0.3061644166763991,0,38.57142857142857,34,44,262,299
593580-99999,-0.1212370005473446,-0.24414156796229117,0.0016675668676019717,0,33.107142857142854,38,31,353,359
675810-99999,-0.5024630541872006,-0.7845713886545622,-0.220354719719839,-1,31.0,36,23,123,120
114060-99999,0.28653530377668746,0.07798742541026626,0.49508318214310865,1,26.535714285714285,23,24,259,266
362080-99999,0.19813902572523515,0.04615231906586467,0.35012573238460565,1,19.857142857142858,17,24,221,193
829860-99999,0.428024083196506,0.17146732896508177,0.6845808374279302,1,39.785714285714285,37,46,131,119
176000-99999,0.13136288998358533,-0.009894598118466852,0.27262037808563755,0,37.92857142857143,40,40,313,308
066700-99999,0.08237547892720462,0.020843181156575463,0.14390777669783378,1,22.535714285714285,22,25,266,259
543740-99999,0.3708264915161561,0.25945678300042685,0.48219620003188535,1,12.107142857142858,12,19,298,320
162420-99999,-0.0109469074986287,-0.17389021837092883,0.15199640337367143,0,36.785714285714285,41,38,136,242
765390-99999,-0.3218390804597732,-0.40220708909288094,-0.24147107182666552,-1,21.928571428571427,28,20,87,90
080080-99999,-0.3420908593322448,-0.48593525456949027,-0.19824646409499933,-1,22.357142857142858,26,18,186,224
401990-99999,-0.5284619594964505,-0.7553477779369671,-0.3015761410559339,-1,45.035714285714285,51,44,8,22
727535-14919,-0.27203065134099896,-0.3801878633468347,-0.16387343933516324,-1,50.785714285714285,55,49,286,307
484600-99999,-0.32211275314724164,-0.5024653098081284,-0.1417601964863549,-1,16.75,20,13,237,218
070750-99999,-0.14559386973180394,-0.20295111610352007,-0.0882366233600878,-1,25.285714285714285,26,23,249,233
310540-99999,0.5826491516146814,0.3878885649261219,0.777409738303241,1,9.107142857142858,6,21,302,46
040730-99999,0.17296113847837868,-0.03985891975701744,0.3857811967137748,0,65.92857142857143,59,63,104,132
166500-99999,-0.2775041050903182,-0.43467867120440906,-0.12032953897622731,-1,46.357142857142854,48,43,44,49
628050-99999,0.14668856048166545,-0.10884627261535557,0.4022233935786865,0,21.857142857142858,19,40,287,360
118580-99999,0.2980295566502512,0.2337853959754317,0.36227371732507074,1,31.392857142857142,28,37,274,287
714470-99999,-0.04269293924466244,-0.1213331721251973,0.035947293635872415,0,41.42857142857143,43,41,259,270
260450-99999,0.0038314176245213827,-0.36685625708209824,0.374519092331141,0,40.57142857142857,41,56,213,222
296420-99999,-0.20005473453749434,-0.3455048630279607,-0.05460460604702799,-1,42.035714285714285,47,40,199,211
679510-99999,0.18965517241379556,0.09515850412137897,0.28415184070621213,1,29.678571428571427,27,30,93,99
241430-99999,0.2594417077175822,-0.0067214158832549775,0.5256048313184194,0,30.142857142857142,37,32,188,198
723910-93111,-0.06923918992884392,-0.187864833294007,0.049386453436319144,0,31.535714285714285,35,31,294,279
404200-99999,-0.1291735084838438,-0.4482977566772858,0.1899507397095982,0,34.857142857142854,50,36,335,344
549450-99999,-0.5977011494252981,-0.8667843137884077,-0.3286179850621884,-1,29.785714285714285,35,33,24,22
723650-23050,-0.058565955117673096,-0.21039449890528217,0.09326258866993598,0,37.142857142857146,46,37,135,167
543370-99999,0.027914614121513887,-0.06184380034548749,0.11767302858851526,0,28.0,31,24,272,277
306350-99999,-0.2435686918445554,-0.35164822790407885,-0.13548915578503196,-1,20.714285714285715,26,21,168,224
871210-99999,0.33743842364531984,0.15295075014185716,0.5219260971487825,1,27.892857142857142,17,28,136,359
354970-99999,-0.06157635467979711,-0.3616072216833573,0.23845451232376308,0,19.464285714285715,28,28,207,125
834370-99999,0.12534209085933476,-0.01581489434949207,0.2664990760681616,0,21.785714285714285,21,29,87,93
610450-99999,-0.7594417077175832,-1.439430632043707,-0.07945278339145956,-1,25.178571428571427,32,19,61,30
582510-99999,0.02326217843459774,-0.14224846945944208,0.18877282632863757,0,27.964285714285715,34,24,78,80
719310-99999,1.2323481116584765,0.6902103915122068,1.7744858318047463,1,34.035714285714285,21,34,240,270
267810-99999,-0.10426929392446357,-0.21595810149899203,0.007419513650064893,0,24.678571428571427,31,23,275,207
600010-99999,0.2375478927203113,0.08392242720577497,0.3911733582348476,1,61.357142857142854,60,65,21,356
966950-99999,0.20060207991242732,0.11041497070504984,0.2907891891198048,1,12.035714285714286,9,14,17,196
528660-99999,-0.05665024630541711,-0.1901090840496396,0.07680859143880538,0,11.178571428571429,15,11,127,135
569510-99999,0.24028461959496702,0.17344307467199654,0.3071261645179375,1,11.285714285714286,7,12,274,172
638320-99999,-0.7739463601532778,-1.1116968056324412,-0.4361959146741143,-1,30.571428571428573,30,31,119,108
942910-99999,-0.21428571428571924,-0.40866621868206476,-0.019905209889373693,-1,20.392857142857142,21,12,129,186
916600-99999,-1.3576902025178093,-2.3455623620785033,-0.3698180429571154,-1,44.75,60,46,110,105
172800-99999,0.21538040503558464,0.014569665298802492,0.4161911447723668,1,28.178571428571427,30,28,325,296
032433-99999,-0.11548987411055517,-0.38725722558117004,0.1562774773600597,0,39.214285714285715,53,43,248,261
071390-99999,-0.3327859879584063,-0.39469867280106863,-0.270873303115744,-1,35.142857142857146,40,30,252,260
624170-99999,-0.26081007115490795,-0.7565269384821498,0.23490679617233395,0,22.464285714285715,20,15,352,344
283210-99999,0.09852216748769488,-0.11659767935883739,0.3136420143342271,0,23.0,32,29,206,206
480200-99999,-0.36152162014231803,-0.5397995982165549,-0.18324364206808122,-1,6.678571428571429,8,3,283,9
804470-99999,-0.3483853311439522,-0.6271257114981281,-0.06964495078977623,-1,32.75,43,41,161,179
671170-99999,nan,nan,nan,0,34.30769230769231,34.0,43.0,281.0,276.0
010100-99999,0.33114395183361495,0.16913373261327114,0.49315417105395876,1,57.142857142857146,57,62,213,186
080250-99999,0.024083196496993975,-0.1355955924022568,0.18376198539624475,0,29.714285714285715,34,24,309,325
309750-99999,0.03612479474548594,-0.06255337313259264,0.1348029626235645,0,29.928571428571427,31,35,328,281
702610-26411,-0.45210727969348996,-0.6144822043834159,-0.289732355003564,-1,18.928571428571427,29,17,339,14
853450-99999,-0.3062397372742226,-0.41892838417117684,-0.19355109037726836,-1,20.678571428571427,27,19,134,172
072000-99999,-0.35714285714286387,-0.5552144601884786,-0.1590712540972491,-1,69.82142857142857,73,67,259,259
085210-99999,0.014504652435687826,-0.20662124894967385,0.2356305538210495,0,49.32142857142857,50,57,12,8
634740-99999,-0.48768472906405147,-0.7517422215847767,-0.22362723654332622,-1,28.642857142857142,29,25,111,87
955910-99999,1.88560481663933,1.0870749616994422,2.684134671579218,1,35.214285714285715,15,53,285,123
764593-99999,0.4704433497537115,0.20258710928402723,0.7382995902233958,1,22.464285714285715,28,18,241,276
326180-99999,0.013409961685828753,-0.166471466167579,0.1932913895392365,0,65.82142857142857,72,73,322,71
718410-99999,0.14778325123152775,-0.01221779097675435,0.30778429343980984,0,21.714285714285715,18,26,269,283
671520-99999,-0.7096332785988053,-1.0840499460850817,-0.3352166111125289,-1,23.321428571428573,34,11,7,32
948990-99999,0.002736726874657154,-0.16216146757301472,0.16763492132232902,0,10.714285714285714,10,6,307,181
621310-99999,-0.31910235358511624,-0.5089937492220575,-0.1292109579481749,-1,43.857142857142854,49,44,42,5
710740-99999,0.14586754241926658,-0.07121541368729575,0.36295049852582895,0,50.892857142857146,47,44,43,98
680290-99999,0.384510125889437,0.2074240557839788,0.5615961959948952,1,34.392857142857146,24,36,83,98
949630-99999,0.36124794745485245,0.12353437336276937,0.5989615215469355,1,19.285714285714285,18,34,273,249
475920-99999,0.00957854406130454,-0.06343852188911532,0.0825956100117244,0,41.82142857142857,44,42,325,318
607400-99999,0.07142857142857423,-0.03595604004785602,0.17881318290500448,0,43.964285714285715,45,44,25,347
839850-99999,-0.1436781609195425,-0.48808350240977816,0.20072718057069316,0,39.25,41,43,78,106
400300-99999,0.37192118226602366,0.01428547502765698,0.7295568895043903,1,14.607142857142858,19,34,257,246
